DEPT,SP,CALM,CALD,CALN,GR,MINV,MNOR,LWTLB,DRHO,SFL,RHOB,NPLS,PE,CILD,ILD,DPLS,PIRM
3125.0,55.14,8.9,9.03,9.13,109.21,4.42,3.33,1121.0,0.01,6.98,2.55,21.31,3.1,269.53,3.71,9.53,3.59
3125.5,53.76,8.9,9.03,9.13,108.97,4.53,3.43,1119.9,0.01,7.04,2.53,20.83,3.16,270.33,3.7,10.27,3.62
3126.0,52.26,8.9,9.03,9.12,109.07,4.71,3.68,1122.78,-0.0,7.04,2.52,20.43,3.21,269.78,3.71,10.92,3.62
3126.5,50.96,8.9,9.04,9.11,116.25,4.84,3.96,1126.59,-0.0,6.84,2.52,20.37,3.18,268.09,3.73,10.86,3.6
3127.0,50.01,8.9,9.05,9.16,117.53,4.65,3.78,1126.71,0.0,6.57,2.53,20.14,3.12,265.38,3.77,10.33,3.58
3127.5,49.34,8.9,9.05,9.11,108.96,4.39,3.36,1123.24,0.01,6.44,2.54,20.06,3.14,262.53,3.81,9.74,3.58
3128.0,48.78,8.9,9.06,9.11,101.91,4.15,2.78,1119.4,0.01,6.56,2.53,21.14,3.23,260.64,3.84,10.38,3.61
3128.5,48.09,8.9,9.06,9.15,104.31,4.07,2.6,1116.34,-0.0,6.85,2.52,21.44,3.3,259.65,3.85,11.17,3.67
3129.0,47.13,8.9,9.06,9.16,107.19,4.26,2.78,1114.58,-0.0,7.15,2.52,21.13,3.25,258.73,3.87,11.08,3.74
3129.5,46.08,8.9,9.06,9.16,108.86,4.53,3.03,1113.88,-0.0,7.27,2.52,21.08,3.15,257.29,3.89,10.82,3.8
3130.0,45.27,8.9,9.06,9.19,111.37,4.6,3.16,1113.28,0.01,7.25,2.54,20.4,3.08,254.89,3.92,10.2,3.84
3130.5,44.69,8.9,9.06,9.16,114.9,4.63,3.18,1112.1,0.01,7.22,2.55,20.29,3.13,251.23,3.98,9.5,3.86
3131.0,44.16,8.9,9.05,9.15,117.49,4.5,3.12,1111.69,0.01,7.22,2.55,20.34,3.21,247.23,4.04,9.49,3.89
3131.5,43.84,8.9,9.06,9.15,116.15,4.6,3.15,1111.77,0.01,7.26,2.55,20.22,3.18,243.32,4.11,9.49,3.92
3132.0,43.84,8.9,9.06,9.16,111.68,4.51,3.05,1110.49,0.0,7.37,2.54,20.51,3.16,239.67,4.17,9.91,3.97
3132.5,43.96,8.9,9.06,9.16,111.14,4.4,3.01,1107.8,0.0,7.54,2.53,21.54,3.18,237.16,4.22,10.32,4.04
3133.0,44.06,8.9,9.06,9.16,109.97,4.31,2.99,1103.98,0.01,7.75,2.54,21.81,3.13,235.72,4.24,10.04,4.15
3133.5,44.55,8.9,9.06,9.13,105.83,4.19,2.96,1099.82,0.01,7.88,2.54,21.27,3.09,235.6,4.24,10.01,4.26
3134.0,46.21,8.89,9.06,9.16,103.32,4.29,3.07,1097.04,0.01,7.76,2.54,21.29,3.07,235.94,4.24,9.84,4.36
3134.5,49.07,8.9,9.06,9.16,104.15,4.41,3.23,1098.1,0.01,7.34,2.55,21.27,3.08,234.97,4.26,9.55,4.42
3135.0,52.08,8.9,9.06,9.14,101.8,4.56,3.44,1101.74,0.02,6.74,2.55,21.13,3.16,232.52,4.3,9.4,4.46
3135.5,54.49,8.9,9.06,9.15,104.7,4.41,3.29,1104.88,0.02,6.28,2.56,21.64,3.07,229.22,4.36,8.94,4.49
3136.0,56.25,8.9,9.06,9.16,109.93,4.22,3.08,1105.67,0.02,6.13,2.56,21.72,2.96,226.36,4.42,8.6,4.55
3136.5,57.69,8.9,9.06,9.0,109.62,4.15,2.91,1104.4,0.02,6.32,2.56,21.0,2.98,225.26,4.44,8.65,4.64
3137.0,59.17,8.9,9.06,9.14,108.32,4.27,3.07,1104.1,0.02,6.85,2.56,20.46,3.0,225.65,4.43,8.54,4.74
3137.5,61.01,8.9,9.06,9.17,107.63,4.9,3.88,1106.79,0.02,7.51,2.57,20.11,3.05,226.14,4.42,8.39,4.81
3138.0,63.11,8.9,9.06,9.18,109.35,5.28,4.62,1111.83,0.01,7.89,2.56,20.27,3.11,225.98,4.43,8.72,4.81
3138.5,64.95,8.9,9.07,9.16,110.5,5.42,4.88,1117.38,0.01,7.76,2.55,20.91,3.13,224.77,4.45,9.1,4.77
3139.0,66.16,8.9,9.07,9.16,101.77,4.92,4.3,1121.34,0.01,7.31,2.55,21.59,3.08,222.69,4.49,9.17,4.7
3139.5,66.68,8.9,9.06,9.21,91.34,4.5,3.63,1121.95,0.01,6.92,2.55,21.3,3.04,221.09,4.52,9.37,4.65
3140.0,66.64,8.89,9.06,9.16,90.35,4.56,3.42,1119.8,0.0,6.82,2.54,19.82,3.12,220.72,4.53,9.99,4.66
3140.5,66.02,8.9,9.06,9.16,93.51,5.69,4.06,1115.82,0.0,6.85,2.54,19.47,3.26,221.47,4.52,10.18,4.71
3141.0,64.76,8.9,9.06,9.16,103.74,7.4,4.87,1110.59,0.01,6.69,2.55,19.78,3.2,222.76,4.49,9.33,4.79
3141.5,63.06,8.9,9.06,9.16,113.83,7.62,5.07,1105.97,0.02,6.36,2.56,19.89,3.07,224.25,4.46,8.82,4.86
3142.0,61.07,8.9,9.06,9.16,115.88,6.5,4.55,1104.11,0.01,6.07,2.54,20.06,3.04,225.85,4.43,10.11,4.84
3142.5,58.93,8.9,9.06,9.14,109.89,4.91,3.86,1104.87,-0.0,5.99,2.52,20.79,3.06,227.6,4.39,11.39,4.72
3143.0,56.79,8.9,9.06,9.16,107.67,4.63,3.77,1107.0,-0.0,6.08,2.52,20.65,2.98,229.35,4.36,10.93,4.53
3143.5,54.74,8.9,9.06,9.22,114.02,4.76,3.69,1109.73,0.0,6.17,2.55,20.0,2.9,231.26,4.32,9.24,4.33
3144.0,52.85,8.9,9.06,9.16,115.25,4.84,3.71,1111.61,0.01,6.16,2.57,19.34,2.95,233.41,4.28,8.35,4.18
3144.5,51.1,8.9,9.06,9.16,107.73,4.9,3.64,1111.61,0.0,6.07,2.55,18.35,3.09,235.46,4.25,9.21,4.1
3145.0,49.43,8.9,9.06,9.16,103.95,4.92,3.56,1108.36,0.0,6.06,2.54,18.1,3.27,237.06,4.22,10.13,4.11
3145.5,47.88,8.9,9.06,9.14,98.69,4.79,3.37,1102.3,0.0,6.24,2.54,19.29,3.36,237.96,4.2,10.21,4.21
3146.0,46.54,8.9,9.06,9.13,98.17,4.75,3.32,1097.87,0.0,6.6,2.54,21.04,3.33,237.66,4.21,9.65,4.38
3146.5,45.47,8.9,9.06,9.15,105.45,4.96,3.62,1100.5,0.01,6.94,2.55,21.15,3.32,235.67,4.24,9.12,4.57
3147.0,44.7,8.9,9.06,9.1,109.56,5.45,3.93,1109.41,0.01,6.87,2.55,19.63,3.29,231.15,4.33,9.11,4.73
3147.5,44.23,8.9,9.06,9.13,105.83,5.72,4.23,1118.32,0.01,6.41,2.55,18.45,3.26,223.13,4.48,9.36,4.87
3148.0,43.97,8.9,9.06,9.16,100.88,5.28,4.06,1122.81,0.01,5.92,2.55,18.35,3.3,212.6,4.7,9.63,5.03
3148.5,43.84,8.89,9.06,9.16,105.53,4.86,3.92,1121.85,0.01,5.65,2.54,18.17,3.31,200.38,4.99,9.75,5.29
3149.0,43.77,8.9,9.06,9.14,114.38,4.68,3.86,1117.98,0.01,5.9,2.54,18.66,3.33,187.75,5.33,9.66,5.71
3149.5,43.71,8.9,9.06,9.13,115.1,4.95,3.88,1114.25,0.01,6.65,2.54,19.87,3.47,174.7,5.72,10.18,6.35
3150.0,43.64,8.89,9.06,9.15,111.39,4.81,3.96,1111.61,-0.0,7.63,2.52,19.85,3.6,161.23,6.2,11.35,7.18
3150.5,43.55,8.87,9.06,9.16,105.12,4.83,4.43,1111.46,-0.0,8.7,2.5,20.24,3.62,148.4,6.74,12.2,8.18
3151.0,43.51,8.87,9.06,9.19,101.98,4.97,4.78,1113.64,0.0,9.07,2.5,22.41,3.51,135.84,7.36,12.06,9.24
3151.5,43.56,8.87,9.06,9.19,105.78,5.16,4.95,1117.54,0.0,8.42,2.51,24.33,3.34,125.03,8.0,11.73,10.19
3152.0,43.74,8.86,9.06,9.16,104.02,5.28,4.57,1122.2,0.0,8.06,2.51,24.26,3.22,115.74,8.64,11.43,10.84
3152.5,44.1,8.86,9.06,9.16,106.57,5.2,4.37,1125.42,0.01,7.94,2.52,23.6,3.19,109.34,9.15,11.09,11.1
3153.0,44.76,8.86,9.05,9.16,109.18,5.3,4.41,1125.14,0.01,7.54,2.53,24.12,3.22,105.35,9.49,10.7,10.99
3153.5,45.75,8.86,9.04,9.14,107.71,5.01,4.24,1119.83,0.01,8.05,2.53,24.38,3.31,103.71,9.64,10.78,10.59
3154.0,46.86,8.86,9.04,9.16,107.13,4.73,3.86,1111.39,0.01,10.31,2.53,24.12,3.39,104.79,9.54,10.78,10.03
3154.5,47.86,8.86,9.04,9.16,110.08,4.54,3.3,1102.64,0.02,11.61,2.54,23.58,3.42,108.85,9.19,9.96,9.4
3155.0,48.58,8.86,9.04,9.15,112.93,4.25,2.81,1095.68,0.02,11.84,2.55,23.3,3.42,116.33,8.6,9.11,8.74
3155.5,49.05,8.86,9.04,9.15,105.7,3.97,2.55,1092.07,0.02,11.32,2.57,23.8,3.37,127.88,7.82,8.35,8.07
3156.0,49.37,8.86,9.03,9.14,99.67,4.2,2.55,1089.46,0.02,10.44,2.57,24.03,3.34,142.8,7.0,8.01,7.35
3156.5,49.5,8.86,9.03,9.1,105.27,4.23,2.59,1087.72,0.01,9.47,2.57,24.43,3.38,160.16,6.24,8.42,6.58
3157.0,49.41,8.86,9.03,9.1,108.53,4.25,2.59,1087.11,0.0,8.45,2.55,24.9,3.47,177.45,5.64,9.3,5.81
3157.5,49.22,8.86,9.03,9.13,111.31,3.64,2.49,1086.05,-0.0,7.55,2.54,25.84,3.53,192.65,5.19,9.99,5.14
3158.0,49.02,8.86,9.03,9.13,120.17,3.58,2.46,1085.14,-0.01,6.88,2.52,26.72,3.52,205.61,4.86,11.08,4.64
3158.5,48.82,8.86,9.03,9.13,130.8,3.58,2.45,1084.57,-0.01,6.6,2.5,25.9,3.46,217.17,4.6,12.02,4.34
3159.0,48.6,8.86,9.03,9.15,138.09,3.69,2.46,1083.56,-0.01,6.73,2.51,24.14,3.23,226.61,4.41,11.48,4.21
3159.5,48.39,8.86,9.03,9.16,139.6,4.2,2.83,1078.83,-0.0,7.08,2.53,22.91,3.11,232.35,4.3,10.58,4.22
3160.0,48.1,8.86,9.03,9.16,132.22,4.71,3.25,1071.64,-0.0,7.3,2.53,21.79,3.15,234.27,4.27,10.31,4.3
3160.5,47.73,8.86,9.03,9.13,121.16,5.16,3.64,1065.49,-0.0,7.35,2.54,21.44,3.12,231.82,4.31,9.82,4.43
3161.0,47.29,8.86,9.04,9.13,119.51,5.3,3.76,1062.86,0.01,7.38,2.56,21.84,3.13,226.34,4.42,8.98,4.57
3161.5,46.85,8.86,9.03,9.13,119.34,5.42,3.84,1065.73,0.01,7.49,2.56,21.49,3.27,219.36,4.56,8.86,4.7
3162.0,46.52,8.86,9.03,9.13,120.88,5.53,3.9,1073.52,0.01,7.7,2.55,21.31,3.49,212.97,4.7,9.37,4.8
3162.5,46.39,8.86,9.03,9.15,126.1,5.58,3.98,1083.5,0.01,7.87,2.54,21.91,3.59,208.14,4.8,9.95,4.86
3163.0,46.53,8.86,9.03,9.13,125.74,5.73,4.16,1091.59,0.01,7.88,2.53,21.59,3.51,204.71,4.88,10.24,4.88
3163.5,46.94,8.86,9.03,9.13,121.68,5.75,4.15,1095.14,0.0,7.75,2.53,21.27,3.38,202.9,4.93,10.41,4.87
3164.0,47.47,8.86,9.03,9.13,122.07,5.62,4.02,1092.18,0.0,7.68,2.53,22.04,3.33,202.48,4.94,10.39,4.86
3164.5,47.91,8.86,9.03,9.14,128.45,5.52,3.92,1084.34,0.0,7.74,2.54,22.58,3.43,203.35,4.92,10.18,4.84
3165.0,48.19,8.86,9.03,9.15,138.91,5.66,4.02,1073.48,0.0,7.8,2.53,22.25,3.54,205.16,4.87,10.76,4.82
3165.5,48.29,8.86,9.03,9.13,143.13,5.67,4.08,1062.42,0.0,7.75,2.52,22.23,3.58,207.34,4.82,10.98,4.77
3166.0,48.27,8.86,9.03,9.15,134.44,5.51,3.93,1054.09,0.01,7.6,2.55,22.84,3.4,209.12,4.78,9.15,4.72
3166.5,48.2,8.86,9.03,9.14,121.79,5.29,3.74,1049.29,0.02,7.49,2.58,23.51,3.21,210.48,4.75,7.48,4.67
3167.0,48.17,8.85,9.03,9.16,119.11,5.18,3.64,1047.39,0.02,7.48,2.58,23.57,3.27,211.29,4.73,7.83,4.65
3167.5,48.18,8.86,9.03,9.15,123.13,5.19,3.64,1046.58,0.01,7.5,2.56,22.89,3.38,211.6,4.73,8.99,4.66
3168.0,48.14,8.86,9.04,9.14,129.39,5.3,3.69,1046.33,0.0,7.55,2.54,22.81,3.38,211.05,4.74,9.92,4.7
3168.5,47.98,8.86,9.06,9.13,133.01,5.36,3.74,1045.56,-0.0,7.59,2.53,23.54,3.46,209.33,4.78,10.66,4.77
3169.0,47.71,8.86,9.06,9.12,140.4,5.35,3.74,1044.18,-0.0,7.66,2.53,24.63,3.6,206.4,4.85,10.76,4.88
3169.5,47.33,8.86,9.07,9.13,150.5,5.25,3.77,1043.34,0.01,7.78,2.54,25.32,3.57,202.3,4.94,9.99,5.02
3170.0,46.77,8.86,9.07,9.15,153.52,5.12,4.28,1043.89,0.01,8.0,2.55,25.22,3.4,196.86,5.08,9.57,5.19
3170.5,46.06,8.86,9.07,9.13,145.03,5.34,4.45,1046.01,0.01,8.29,2.54,24.68,3.29,190.3,5.25,10.16,5.41
3171.0,45.2,8.86,9.07,9.14,134.24,5.75,4.7,1050.8,0.0,8.58,2.53,24.57,3.3,182.65,5.48,10.67,5.67
3171.5,44.22,8.86,9.07,9.16,131.01,6.41,4.58,1057.65,-0.0,8.91,2.52,24.58,3.37,174.71,5.72,10.84,5.99
3172.0,43.07,8.86,9.07,9.16,131.05,6.67,4.78,1064.11,0.0,9.41,2.53,23.61,3.45,166.85,5.99,10.74,6.37
3172.5,41.77,8.86,9.07,9.16,126.64,7.27,5.38,1067.65,-0.0,10.1,2.53,22.59,3.45,159.08,6.29,10.7,6.77
3173.0,40.47,8.86,9.07,9.16,125.1,7.83,5.98,1067.88,-0.0,10.73,2.53,21.44,3.4,151.65,6.59,10.77,7.16
3173.5,39.44,8.86,9.07,9.16,125.07,8.52,6.82,1065.86,-0.01,11.08,2.52,21.36,3.48,145.08,6.89,10.85,7.49
3174.0,38.83,8.85,9.07,9.18,124.03,8.71,7.06,1062.84,-0.01,11.22,2.52,22.38,3.63,139.29,7.18,10.86,7.76
3174.5,38.58,8.85,9.07,9.16,121.22,9.01,7.41,1060.67,-0.01,11.39,2.52,22.07,3.71,134.82,7.42,11.1,7.97
3175.0,38.53,8.86,9.07,9.16,120.91,9.24,7.68,1059.31,-0.01,11.71,2.52,20.85,3.69,132.02,7.57,11.14,8.13
3175.5,38.49,8.86,9.07,9.16,119.34,9.43,7.98,1059.08,-0.01,12.02,2.53,20.32,3.49,130.92,7.64,10.35,8.2
3176.0,38.35,8.86,9.07,9.16,116.84,9.68,8.21,1060.69,-0.0,12.13,2.55,19.69,3.4,131.02,7.63,9.34,8.16
3176.5,38.28,8.86,9.07,9.16,116.48,9.95,8.31,1063.99,0.01,11.91,2.56,18.83,3.48,132.17,7.57,8.62,8.01
3177.0,38.39,8.86,9.07,9.14,116.76,9.78,7.98,1067.73,0.01,11.52,2.57,18.75,3.56,133.96,7.46,8.23,7.8
3177.5,38.6,8.86,9.07,9.16,123.32,9.37,7.75,1070.85,0.0,11.19,2.57,19.33,3.63,136.4,7.33,8.25,7.57
3178.0,38.77,8.86,9.07,9.15,132.29,8.87,7.38,1072.58,-0.0,10.94,2.56,19.77,3.74,139.57,7.16,8.98,7.35
3178.5,38.83,8.86,9.07,9.15,135.75,8.71,7.35,1072.19,-0.01,10.74,2.55,20.27,3.78,143.04,6.99,9.12,7.15
3179.0,38.84,8.86,9.07,9.14,136.22,8.54,6.94,1070.2,-0.0,10.54,2.57,20.92,3.58,146.83,6.81,8.24,6.96
3179.5,38.86,8.85,9.07,9.16,138.11,8.32,6.6,1068.34,0.0,10.32,2.59,21.76,3.39,150.35,6.65,7.08,6.78
3180.0,38.91,8.86,9.07,9.22,135.09,8.14,6.42,1068.71,0.01,10.07,2.6,21.11,3.39,153.34,6.52,6.37,6.62
3180.5,38.98,8.86,9.07,9.16,123.0,7.87,6.25,1070.73,0.01,9.86,2.59,20.72,3.54,156.02,6.41,6.85,6.5
3181.0,39.12,8.86,9.07,9.16,116.12,7.84,6.18,1072.93,-0.0,9.75,2.57,21.49,3.7,158.01,6.33,8.24,6.39
3181.5,39.27,8.86,9.07,9.16,122.46,7.87,6.05,1073.91,-0.0,9.69,2.56,22.97,3.81,159.48,6.27,8.93,6.33
3182.0,39.38,8.86,9.07,9.16,127.97,7.79,5.92,1073.7,0.0,9.66,2.57,23.93,3.76,160.73,6.22,8.47,6.29
3182.5,39.37,8.86,9.08,9.16,133.16,7.68,5.9,1072.62,0.01,9.63,2.58,23.82,3.67,161.75,6.18,7.39,6.26
3183.0,39.26,8.86,9.07,9.19,135.85,7.6,5.88,1070.28,0.02,9.59,2.59,24.16,3.72,162.93,6.14,7.28,6.23
3183.5,39.1,8.86,9.08,9.19,135.23,7.53,5.88,1066.92,0.02,9.55,2.58,24.26,3.79,164.09,6.09,7.36,6.19
3184.0,38.91,8.86,9.08,9.17,134.65,7.37,5.73,1062.78,0.03,9.49,2.6,24.69,3.83,165.52,6.04,6.6,6.12
3184.5,38.67,8.86,9.08,9.18,140.1,7.15,5.56,1059.25,0.03,9.39,2.6,25.14,3.82,167.17,5.98,6.51,6.03
3185.0,38.37,8.86,9.08,9.14,147.56,7.25,5.55,1058.19,0.02,9.26,2.59,25.23,3.71,168.9,5.92,6.78,5.94
3185.5,37.96,8.86,9.13,9.16,143.93,7.31,5.55,1060.55,0.01,9.15,2.58,25.43,3.6,170.82,5.85,7.39,5.85
3186.0,37.44,8.86,9.08,9.16,132.63,7.39,5.63,1065.86,0.0,9.02,2.56,25.57,3.55,172.95,5.78,8.62,5.78
3186.5,36.9,8.86,9.08,9.16,128.22,6.53,5.4,1072.99,0.01,8.95,2.56,25.44,3.57,174.94,5.72,8.92,5.73
3187.0,36.58,8.86,9.07,9.16,129.47,6.14,5.23,1080.69,0.02,8.91,2.57,25.15,3.61,176.7,5.66,8.09,5.68
3187.5,36.69,8.86,9.07,9.16,133.2,6.06,5.11,1087.43,0.02,8.86,2.58,24.99,3.67,178.03,5.62,7.73,5.65
3188.0,36.97,8.86,9.08,9.16,134.4,6.27,4.97,1091.61,0.01,8.83,2.57,25.36,3.7,179.13,5.58,8.1,5.62
3188.5,37.32,8.86,9.09,9.16,134.3,6.41,4.9,1092.78,0.0,8.85,2.57,26.0,3.66,179.97,5.56,8.27,5.59
3189.0,37.78,8.86,9.09,9.13,137.02,6.27,4.75,1091.32,0.0,8.88,2.57,25.9,3.51,180.95,5.53,8.26,5.56
3189.5,38.26,8.87,9.09,9.16,138.32,6.58,4.83,1088.54,0.01,8.88,2.57,25.97,3.42,181.99,5.49,8.19,5.52
3190.0,38.7,8.87,9.09,9.16,134.09,6.62,4.85,1085.66,0.01,8.85,2.58,26.55,3.43,183.0,5.46,7.48,5.48
3190.5,38.98,8.87,9.09,9.16,128.95,6.81,4.89,1083.08,0.02,8.8,2.6,26.43,3.46,183.98,5.44,6.44,5.43
3191.0,39.07,8.86,9.09,9.17,120.75,6.82,4.87,1080.48,0.02,8.73,2.61,25.66,3.49,184.99,5.41,5.73,5.39
3191.5,38.91,8.87,9.08,9.13,120.01,6.83,4.87,1078.17,0.02,8.62,2.6,26.05,3.53,185.79,5.38,6.58,5.35
3192.0,38.43,8.87,9.08,9.08,126.75,6.28,4.76,1075.91,0.01,8.52,2.57,26.78,3.61,186.59,5.36,8.27,5.34
3192.5,37.73,8.86,9.11,9.13,127.01,5.41,4.41,1074.23,0.0,8.5,2.55,27.28,3.7,187.47,5.33,9.35,5.36
3193.0,37.27,8.86,9.04,9.13,131.59,5.3,4.42,1075.77,0.02,8.56,2.56,27.3,3.7,188.24,5.31,8.74,5.37
3193.5,37.29,8.86,9.04,9.13,143.78,5.67,4.49,1080.32,0.02,8.63,2.57,26.49,3.75,188.99,5.29,7.98,5.37
3194.0,37.53,8.87,9.03,9.13,151.87,6.71,5.04,1085.43,0.01,8.59,2.57,26.05,3.91,189.4,5.28,8.31,5.35
3194.5,37.55,8.87,9.03,9.11,150.37,5.83,4.98,1087.1,0.0,8.51,2.55,25.86,3.94,189.39,5.28,9.16,5.34
3195.0,37.42,8.86,9.03,9.1,144.95,5.34,4.94,1085.08,0.01,8.48,2.55,26.5,3.77,189.23,5.28,9.48,5.34
3195.5,37.64,8.85,9.03,9.13,132.26,5.23,4.77,1082.04,0.02,8.53,2.56,26.98,3.6,189.23,5.28,8.6,5.34
3196.0,38.35,8.86,9.03,9.1,120.75,6.16,4.74,1081.27,0.03,8.6,2.58,27.04,3.67,189.6,5.27,7.8,5.35
3196.5,39.16,8.86,9.03,9.13,128.5,6.64,4.74,1085.18,0.01,8.62,2.57,26.99,3.92,190.01,5.26,8.47,5.34
3197.0,39.8,8.86,9.03,9.13,139.74,6.55,4.63,1091.96,-0.0,8.6,2.55,26.28,3.94,190.34,5.25,9.07,5.32
3197.5,40.27,8.87,9.03,9.13,143.01,6.55,4.57,1098.4,-0.0,8.58,2.56,25.65,3.88,190.88,5.24,8.77,5.3
3198.0,40.61,8.87,9.03,9.13,138.94,6.47,4.49,1101.52,-0.0,8.56,2.57,26.98,3.87,191.46,5.22,8.27,5.29
3198.5,40.83,8.87,9.03,9.13,129.3,6.39,4.45,1102.18,-0.0,8.54,2.57,28.19,3.86,191.77,5.21,7.95,5.28
3199.0,41.01,8.87,9.03,9.13,127.22,6.27,4.41,1101.39,-0.0,8.52,2.58,26.84,3.83,192.24,5.2,7.8,5.27
3199.5,41.16,8.87,9.03,9.11,129.65,6.34,4.44,1099.72,-0.0,8.51,2.58,25.76,3.63,192.69,5.19,7.67,
3200.0,,,,,,,,,,,,,,,,,
